dataset,variant,mode,query,n_db,n_relevant,rho,p_at_5,p_at_10,ndcg_at_10
pilot_holdout,documented,abs,Big_Five_Inventory_2_agreeableness_compassion,111,12,0.5904089154089154,1.0,0.7,0.9242493857824052
pilot_holdout,documented,abs,Big_Five_Inventory_2_agreeableness_respectfulness,111,15,0.5977272727272727,1.0,0.8,0.9423788855031248
pilot_holdout,documented,abs,Big_Five_Inventory_2_agreeableness_trust,111,8,0.6415935415935415,0.8,0.7,0.93250235900982
pilot_holdout,documented,abs,Big_Five_Inventory_2_conscientiousness,109,19,0.6982670744138635,1.0,0.9,0.9537159967929633
pilot_holdout,documented,abs,Big_Five_Inventory_2_conscientiousness_organization,111,11,0.6698578448578448,1.0,0.9,0.9473103812996163
pilot_holdout,documented,abs,Big_Five_Inventory_2_conscientiousness_productiveness,111,20,0.7567743067743068,1.0,0.9,0.9520941769011967
pilot_holdout,documented,abs,Big_Five_Inventory_2_conscientiousness_responsibility,111,15,0.6948490698490699,1.0,0.7,0.9210857869827129
pilot_holdout,documented,abs,Big_Five_Inventory_2_extraversion,109,22,0.7331109257714763,1.0,1.0,0.9558020058148132
pilot_holdout,documented,abs,Big_Five_Inventory_2_extraversion_assertiveness,111,8,0.7285100035100035,1.0,0.6,0.9548414944345187
pilot_holdout,documented,abs,Big_Five_Inventory_2_extraversion_energy_level,111,22,0.7586346086346085,1.0,0.9,0.9149468056365868
pilot_holdout,documented,abs,Big_Five_Inventory_2_extraversion_sociability,111,12,0.7078799578799579,1.0,0.9,0.9801057816658987
pilot_holdout,documented,abs,Big_Five_Inventory_2_neuroticism,109,29,0.7229635807617459,1.0,1.0,0.9151789569245204
pilot_holdout,documented,abs,Big_Five_Inventory_2_neuroticism_anxiety,111,22,0.6623376623376622,1.0,1.0,0.9437511489736298
pilot_holdout,documented,abs,Big_Five_Inventory_2_neuroticism_depression,111,34,0.7448227448227448,1.0,1.0,0.9390224282726423
pilot_holdout,documented,abs,Big_Five_Inventory_2_neuroticism_emotional_volatility,111,19,0.7729729729729728,1.0,0.7,0.9188442398545422
pilot_holdout,documented,abs,Big_Five_Inventory_2_openness,109,6,0.5078120656102308,0.8,0.5,0.8637472576201942
pilot_holdout,documented,abs,Big_Five_Inventory_2_openness_aesthetic_sensitivity,111,8,0.5167514917514918,1.0,0.8,0.9470390819402382
pilot_holdout,documented,abs,Big_Five_Inventory_2_openness_creative_imagination,111,7,0.3993243243243243,0.8,0.5,0.8143702630332736
pilot_holdout,documented,abs,Big_Five_Inventory_2_openness_intellectual_curiosity,111,6,0.6546244296244296,1.0,0.5,0.9242316829970704
pilot_holdout,documented,abs,Buss_Perry_Aggression_Questionnaire_Aggression,108,16,0.7615441043375537,1.0,0.8,0.9521867823827869
pilot_holdout,documented,abs,Buss_Perry_Aggression_Questionnaire_Aggression_Anger,111,15,0.7488504738504738,0.8,0.7,0.9092663425180076
pilot_holdout,documented,abs,Buss_Perry_Aggression_Questionnaire_Aggression_Hostility,111,19,0.7032028782028782,1.0,0.8,0.9259366477976707
pilot_holdout,documented,abs,Buss_Perry_Aggression_Questionnaire_Aggression_Physical_aggression,111,7,0.505054405054405,0.8,0.6,0.956230898961608
pilot_holdout,documented,abs,Buss_Perry_Aggression_Questionnaire_Aggression_Verbal_aggression,111,8,0.5774745524745525,0.8,0.6,0.9304511001174868
pilot_holdout,documented,abs,Emotion_Regulation_Questionnaire_Emotion_Regulation,110,12,0.44070509208123887,0.4,0.4,0.8044255373584586
pilot_holdout,documented,abs,Emotion_Regulation_Questionnaire_Emotion_Regulation_Reappraisal,111,6,0.05579150579150578,0.2,0.3,0.6103436673049049
pilot_holdout,documented,abs,Emotion_Regulation_Questionnaire_Emotion_Regulation_Suppression,111,0,0.5281853281853282,0.0,0.0,0.7750125465005963
pilot_holdout,documented,abs,Hope_Scale_Hope,110,45,0.7441471496517368,1.0,0.9,0.9006882261158333
pilot_holdout,documented,abs,Hope_Scale_Hope_Agency,111,38,0.797130572130572,1.0,0.9,0.9206053528099587
pilot_holdout,documented,abs,Hope_Scale_Hope_Pathways,111,25,0.5449631449631448,0.2,0.4,0.7112378596959595
pilot_holdout,documented,abs,International_Personality_Item_Pool_120_agreeableness,106,20,0.6541401113434264,1.0,0.8,0.9539187651315757
pilot_holdout,documented,abs,International_Personality_Item_Pool_120_agreeableness_altruism,111,17,0.6129957879957879,0.8,0.6,0.8823991005856874
pilot_holdout,documented,abs,International_Personality_Item_Pool_120_agreeableness_cooperation,111,12,0.4414619164619164,1.0,1.0,0.9696795370970397
pilot_holdout,documented,abs,International_Personality_Item_Pool_120_agreeableness_modesty,111,2,0.23519656019656018,0.0,0.1,0.7501444102247883
pilot_holdout,documented,abs,International_Personality_Item_Pool_120_agreeableness_morality,111,14,0.39519129519129514,0.4,0.4,0.5122426527377059
pilot_holdout,documented,abs,International_Personality_Item_Pool_120_agreeableness_sympathy,111,8,0.5021498771498771,1.0,0.6,0.891675567797979
pilot_holdout,documented,abs,International_Personality_Item_Pool_120_agreeableness_trust,111,4,0.6256405756405756,0.2,0.3,0.9058571216803146
pilot_holdout,documented,abs,International_Personality_Item_Pool_120_conscientiousness,106,23,0.7018414489759931,1.0,1.0,0.9749389348987229
pilot_holdout,documented,abs,International_Personality_Item_Pool_120_conscientiousness_achievement_striving,111,25,0.7486047736047736,1.0,0.9,0.9255015216170951
pilot_holdout,documented,abs,International_Personality_Item_Pool_120_conscientiousness_cautiousness,111,9,0.5759564759564759,1.0,0.5,0.9355917690982444
pilot_holdout,documented,abs,International_Personality_Item_Pool_120_conscientiousness_dutifulness,111,9,0.2983327483327483,0.2,0.3,0.7001231155299932
pilot_holdout,documented,abs,International_Personality_Item_Pool_120_conscientiousness_orderliness,111,6,0.4541330291330291,0.6,0.5,0.9545698148592106
pilot_holdout,documented,abs,International_Personality_Item_Pool_120_conscientiousness_self_discipline,111,16,0.7760617760617761,1.0,0.7,0.8873295150840993
pilot_holdout,documented,abs,International_Personality_Item_Pool_120_conscientiousness_self_efficacy,111,23,0.8068971568971568,1.0,0.9,0.9271603804818106
pilot_holdout,documented,abs,International_Personality_Item_Pool_120_extraversion,106,25,0.7500163740333023,1.0,0.8,0.9380209943784936
pilot_holdout,documented,abs,International_Personality_Item_Pool_120_extraversion_activiity_level,111,16,0.5648999648999649,0.8,0.7,0.9095294494823822
pilot_holdout,documented,abs,International_Personality_Item_Pool_120_extraversion_assertiveness,111,10,0.780071955071955,0.8,0.7,0.944568910390733
pilot_holdout,documented,abs,International_Personality_Item_Pool_120_extraversion_cheerfulness,111,27,0.8347753597753597,1.0,1.0,0.9475467772054279
pilot_holdout,documented,abs,International_Personality_Item_Pool_120_extraversion_excitement_seeking,111,8,0.75504563004563,1.0,0.7,0.9456169469802238
pilot_holdout,documented,abs,International_Personality_Item_Pool_120_extraversion_friendliness,111,20,0.748034398034398,0.8,0.7,0.9338101252861828
pilot_holdout,documented,abs,International_Personality_Item_Pool_120_extraversion_gregariousness,111,6,0.5735170235170235,1.0,0.6,0.952302318621488
pilot_holdout,documented,abs,International_Personality_Item_Pool_120_neuroticism,106,39,0.771992845806988,1.0,1.0,0.9585083845367898
pilot_holdout,documented,abs,International_Personality_Item_Pool_120_neuroticism_anger,111,17,0.7778343278343277,0.8,0.7,0.893035789472575
pilot_holdout,documented,abs,International_Personality_Item_Pool_120_neuroticism_anxiety,111,25,0.7490084240084239,1.0,1.0,0.955910268739911
pilot_holdout,documented,abs,International_Personality_Item_Pool_120_neuroticism_depression,111,38,0.7321691821691821,1.0,0.9,0.9412919767000725
pilot_holdout,documented,abs,International_Personality_Item_Pool_120_neuroticism_immoderation,111,2,0.7755879255879256,0.2,0.2,0.8592996780401958
pilot_holdout,documented,abs,International_Personality_Item_Pool_120_neuroticism_self_consciousness,111,27,0.7313443313443313,0.8,0.8,0.9079519330126947
pilot_holdout,documented,abs,International_Personality_Item_Pool_120_neuroticism_vulnerability,111,33,0.593067743067743,1.0,0.8,0.869453270317564
pilot_holdout,documented,abs,International_Personality_Item_Pool_120_openness,106,11,0.6545330881426809,1.0,0.8,0.9385068640528724
pilot_holdout,documented,abs,International_Personality_Item_Pool_120_openness_adventurousness,111,4,0.43095823095823094,0.2,0.2,0.6774172745167468
pilot_holdout,documented,abs,International_Personality_Item_Pool_120_openness_artistic_interests,111,5,0.5696033696033695,1.0,0.5,0.8889390820436899
pilot_holdout,documented,abs,International_Personality_Item_Pool_120_openness_emotionality,111,7,0.49081256581256577,0.6,0.6,0.8024254781547321
pilot_holdout,documented,abs,International_Personality_Item_Pool_120_openness_imagination,111,5,0.4116181116181116,0.8,0.4,0.8149941776333439
pilot_holdout,documented,abs,International_Personality_Item_Pool_120_openness_intellect,111,8,0.45035100035100034,0.8,0.7,0.9146696985359242
pilot_holdout,documented,abs,International_Personality_Item_Pool_120_openness_liberalism,111,1,-0.0013776763776763776,0.0,0.0,0.4761805720582045
pilot_holdout,documented,abs,Interpersonal_Reactivity_Index_Brief_Empathy,108,11,0.5468956910267035,0.4,0.6,0.7651267030488325
pilot_holdout,documented,abs,Interpersonal_Reactivity_Index_Brief_Empathy_Empathic_Concern,111,13,0.6735521235521236,1.0,0.6,0.889934209699742
pilot_holdout,documented,abs,Interpersonal_Reactivity_Index_Brief_Empathy_Fantasy,111,2,0.726061776061776,0.2,0.2,0.925064668491541
pilot_holdout,documented,abs,Interpersonal_Reactivity_Index_Brief_Empathy_Personal_Distress,111,19,0.7458494208494209,1.0,0.9,0.9181064025059928
pilot_holdout,documented,abs,Interpersonal_Reactivity_Index_Brief_Empathy_Perspective_Taking,111,8,0.3042822042822043,0.0,0.1,0.5339922959423217
pilot_holdout,documented,abs,Life_Orientation_Test_Optimism,112,35,0.526779307752759,0.8,0.9,0.8518258082287543
pilot_holdout,documented,abs,Mastery_Scale_Self_Mastery,112,26,0.6904107014726484,0.8,0.6,0.8714318008494669
pilot_holdout,documented,abs,Mindful_Attention_Awareness_Scale_Mindful_Attention_Awareness,112,20,0.75374141524584,1.0,0.9,0.9336982290148782
pilot_holdout,documented,abs,Multidimensional_Scale_of_Perceived_Social_Support_Perceived_Social_Support,109,13,0.591919191919192,0.0,0.2,0.7702368909433709
pilot_holdout,documented,abs,Multidimensional_Scale_of_Perceived_Social_Support_Perceived_Social_Support_Family,111,7,0.46119691119691114,0.2,0.3,0.792796363006983
pilot_holdout,documented,abs,Multidimensional_Scale_of_Perceived_Social_Support_Perceived_Social_Support_Friends,111,8,0.6304668304668304,0.8,0.7,0.9026222305621217
pilot_holdout,documented,abs,Multidimensional_Scale_of_Perceived_Social_Support_Perceived_Social_Support_Significant_Other,111,1,0.5790101790101789,0.2,0.1,0.8219011532733376
pilot_holdout,documented,abs,Need_for_Cognition_Scale_Need_for_Cognition,112,12,0.5733078210954318,0.8,0.6,0.8997208868028093
pilot_holdout,documented,abs,Pain_Catastrophizing_Scale_Pain_Catastrophizing,109,27,0.562700398480215,1.0,0.9,0.8960707315096929
pilot_holdout,documented,abs,Pain_Catastrophizing_Scale_Pain_Catastrophizing_Helplessness,111,27,0.624017199017199,0.8,0.9,0.9324371357463235
pilot_holdout,documented,abs,Pain_Catastrophizing_Scale_Pain_Catastrophizing_Magnification,111,24,0.6269217269217269,1.0,0.9,0.9589668860133886
pilot_holdout,documented,abs,Pain_Catastrophizing_Scale_Pain_Catastrophizing_Rumination,111,21,0.30622148122148124,0.8,0.8,0.8921832368612114
pilot_holdout,documented,abs,Penn_State_Worry_Questionnaire_Worry,112,23,0.7081183585608365,1.0,1.0,0.9673971106843305
pilot_holdout,documented,abs,Psychological_Well_Being_Scales_Well_being,106,46,0.6180668564375142,1.0,1.0,0.8795275117677912
pilot_holdout,documented,abs,Psychological_Well_Being_Scales_Well_being_autonomy,111,2,0.6763776763776764,0.2,0.1,0.8292952625339692
pilot_holdout,documented,abs,Psychological_Well_Being_Scales_Well_being_environmental_mastery,111,32,0.7699368199368198,0.8,0.9,0.8845559668124694
pilot_holdout,documented,abs,Psychological_Well_Being_Scales_Well_being_personal_growth,111,18,0.4099333099333099,0.4,0.6,0.8653004062671893
pilot_holdout,documented,abs,Psychological_Well_Being_Scales_Well_being_positive_relations_with_others,111,20,0.6601965601965601,0.6,0.7,0.8496380859489784
pilot_holdout,documented,abs,Psychological_Well_Being_Scales_Well_being_purpose_in_life,111,6,0.16572481572481573,0.0,0.0,0.5819039223235375
pilot_holdout,documented,abs,Psychological_Well_Being_Scales_Well_being_self_acceptance,111,29,0.7347841347841347,0.8,0.9,0.9059829844894167
pilot_holdout,documented,abs,Rosenberg_Self_Esteem_Scale_Self_Esteem,112,46,0.7560221409778932,1.0,1.0,0.9508094382703425
pilot_holdout,documented,abs,Satisfaction_with_Life_Scale_Satisfaction_with_Life,112,25,0.6974493456794342,1.0,0.9,0.9452485241830493
pilot_holdout,documented,abs,Self_Compassion_Scale___Short_Form_Self_Compassion,106,28,0.5807038315237928,1.0,0.8,0.8636524858221994
pilot_holdout,documented,abs,Self_Compassion_Scale___Short_Form_Self_Compassion_Common_Humanity,111,1,0.22548262548262546,0.0,0.0,0.3661278131238138
pilot_holdout,documented,abs,Self_Compassion_Scale___Short_Form_Self_Compassion_Isolation,111,20,0.6651281151281151,1.0,1.0,0.9702575531908124
pilot_holdout,documented,abs,Self_Compassion_Scale___Short_Form_Self_Compassion_Mindfulness,111,7,0.2251228501228501,0.6,0.3,0.8017431431668565
pilot_holdout,documented,abs,Self_Compassion_Scale___Short_Form_Self_Compassion_Over_Identification,111,21,0.6147771147771147,1.0,1.0,0.9816362331447841
pilot_holdout,documented,abs,Self_Compassion_Scale___Short_Form_Self_Compassion_Self_Judgement,111,17,0.70506318006318,0.8,0.6,0.900729144374256
pilot_holdout,documented,abs,Self_Compassion_Scale___Short_Form_Self_Compassion_Self_Kindness,111,4,0.24584064584064586,0.0,0.0,0.4045573101627558
pilot_holdout,documented,abs,Self_Control_Scale_Self_Control,112,26,0.8103153722622749,1.0,1.0,0.9580761964865039
pilot_holdout,documented,abs,Short_Grit_Scale_Grit,110,23,0.790302729752271,1.0,1.0,0.9618524534375743
pilot_holdout,documented,abs,Short_Grit_Scale_Grit_Consistency_of_Interest,111,11,0.6417163917163916,0.4,0.4,0.7765071021314721
pilot_holdout,documented,abs,Short_Grit_Scale_Grit_Perseverance_of_Effort,111,29,0.7498508248508247,1.0,0.9,0.9605841862289763
pilot_holdout,documented,abs_cross_instrument,Barratt_Impulsiveness_Scale_Short_Form_Impulsiveness,109,24,0.6271522565100547,1.0,0.8,0.8822464387893539
pilot_holdout,documented,abs_cross_instrument,Barratt_Impulsiveness_Scale_Short_Form_Impulsiveness_Attention_impulsivity,109,14,0.5056065239551478,0.8,0.8,0.9305184232630652
pilot_holdout,documented,abs_cross_instrument,Barratt_Impulsiveness_Scale_Short_Form_Impulsiveness_Motor_Impulsivity,109,9,0.5456398850894264,1.0,0.7,0.9504988248521865
pilot_holdout,documented,abs_cross_instrument,Barratt_Impulsiveness_Scale_Short_Form_Impulsiveness_Non_planning,109,17,0.6449448614586231,1.0,1.0,0.9369090486512787
pilot_holdout,documented,abs_cross_instrument,Behavioral_Activation_System_Scale_behavioral_activation,109,12,0.7404781762579928,1.0,0.7,0.9528450642845778
pilot_holdout,documented,abs_cross_instrument,Behavioral_Activation_System_Scale_behavioral_activation_Drive,109,4,0.59436567509962,0.2,0.3,0.8429138101934797
pilot_holdout,documented,abs_cross_instrument,Behavioral_Activation_System_Scale_behavioral_activation_Fun_Seeking,109,5,0.43054397182837556,0.6,0.5,0.9298300129339313
pilot_holdout,documented,abs_cross_instrument,Behavioral_Activation_System_Scale_behavioral_activation_Reward_Responsiveness,109,10,0.5565563895839126,0.4,0.3,0.7755219434395377
pilot_holdout,documented,abs_cross_instrument,Behavioral_Inhibition_System_Scale_behavioral_inhibition,112,19,0.5915023746882154,1.0,0.8,0.9419697898062397
pilot_holdout,documented,abs_cross_instrument,Big_Five_Inventory_2_agreeableness,93,16,0.7205096833875443,1.0,0.9,0.95892105070915
pilot_holdout,documented,abs_cross_instrument,Big_Five_Inventory_2_agreeableness_compassion,93,10,0.6238100922085283,0.8,0.5,0.8772310016908791
pilot_holdout,documented,abs_cross_instrument,Big_Five_Inventory_2_agreeableness_respectfulness,93,13,0.6085464474351705,1.0,0.7,0.9373084704848297
pilot_holdout,documented,abs_cross_instrument,Big_Five_Inventory_2_agreeableness_trust,93,6,0.6552475306615737,0.6,0.5,0.9362763931750593
pilot_holdout,documented,abs_cross_instrument,Big_Five_Inventory_2_conscientiousness,93,19,0.7292829220256034,1.0,0.9,0.9537159967929633
pilot_holdout,documented,abs_cross_instrument,Big_Five_Inventory_2_conscientiousness_organization,93,9,0.6991137238518694,0.8,0.8,0.9486834015725762
pilot_holdout,documented,abs_cross_instrument,Big_Five_Inventory_2_conscientiousness_productiveness,93,18,0.7537972606009966,1.0,0.9,0.9469397468650352
pilot_holdout,documented,abs_cross_instrument,Big_Five_Inventory_2_conscientiousness_responsibility,93,13,0.6806720181432961,1.0,0.6,0.9034171810356171
pilot_holdout,documented,abs_cross_instrument,Big_Five_Inventory_2_extraversion,93,21,0.7662558562859955,1.0,1.0,0.9558020058148132
pilot_holdout,documented,abs_cross_instrument,Big_Five_Inventory_2_extraversion_assertiveness,93,6,0.7198531825370773,0.6,0.5,0.9541842242818286
pilot_holdout,documented,abs_cross_instrument,Big_Five_Inventory_2_extraversion_energy_level,93,19,0.7589149831398644,0.8,0.8,0.9130583666047561
pilot_holdout,documented,abs_cross_instrument,Big_Five_Inventory_2_extraversion_sociability,93,10,0.7431888036764047,1.0,0.7,0.9652346799977719
pilot_holdout,documented,abs_cross_instrument,Big_Five_Inventory_2_neuroticism,93,29,0.7777147802214198,1.0,1.0,0.9151789569245204
pilot_holdout,documented,abs_cross_instrument,Big_Five_Inventory_2_neuroticism_anxiety,93,20,0.7166900420757362,1.0,1.0,0.9483898826297725
pilot_holdout,documented,abs_cross_instrument,Big_Five_Inventory_2_neuroticism_depression,93,30,0.7915311390289754,1.0,1.0,0.9399477974542318
pilot_holdout,documented,abs_cross_instrument,Big_Five_Inventory_2_neuroticism_emotional_volatility,93,17,0.8024976873265494,0.8,0.6,0.9088410014731255
pilot_holdout,documented,abs_cross_instrument,Big_Five_Inventory_2_openness,93,6,0.4984184297693294,0.8,0.5,0.8637472576201942
pilot_holdout,documented,abs_cross_instrument,Big_Five_Inventory_2_openness_aesthetic_sensitivity,93,6,0.476455492226433,0.8,0.6,0.9027549505297281
pilot_holdout,documented,abs_cross_instrument,Big_Five_Inventory_2_openness_creative_imagination,93,5,0.3750559517770284,0.6,0.3,0.7830771003745371
pilot_holdout,documented,abs_cross_instrument,Big_Five_Inventory_2_openness_intellectual_curiosity,93,4,0.6272268807257317,0.6,0.3,0.8865979166318919
pilot_holdout,documented,abs_cross_instrument,Buss_Perry_Aggression_Questionnaire_Aggression,108,16,0.7615441043375537,1.0,0.8,0.9521867823827869
pilot_holdout,documented,abs_cross_instrument,Buss_Perry_Aggression_Questionnaire_Aggression_Anger,108,12,0.7433288557356121,0.8,0.7,0.9173608853507083
pilot_holdout,documented,abs_cross_instrument,Buss_Perry_Aggression_Questionnaire_Aggression_Hostility,108,18,0.6918745891565921,1.0,0.8,0.9259366477976707
pilot_holdout,documented,abs_cross_instrument,Buss_Perry_Aggression_Questionnaire_Aggression_Physical_aggression,108,6,0.46752788971772075,1.0,0.5,0.9529572923940369
pilot_holdout,documented,abs_cross_instrument,Buss_Perry_Aggression_Questionnaire_Aggression_Verbal_aggression,108,7,0.5451808663675249,1.0,0.6,0.9390601737850679
pilot_holdout,documented,abs_cross_instrument,Emotion_Regulation_Questionnaire_Emotion_Regulation,110,12,0.44070509208123887,0.4,0.4,0.8044255373584586
pilot_holdout,documented,abs_cross_instrument,Emotion_Regulation_Questionnaire_Emotion_Regulation_Reappraisal,110,6,0.05944142641390348,0.2,0.3,0.6103436673049049
pilot_holdout,documented,abs_cross_instrument,Emotion_Regulation_Questionnaire_Emotion_Regulation_Suppression,110,0,0.5289317674638775,0.0,0.0,0.7750125465005963
pilot_holdout,documented,abs_cross_instrument,Hope_Scale_Hope,110,45,0.7441471496517368,1.0,0.9,0.9006882261158333
pilot_holdout,documented,abs_cross_instrument,Hope_Scale_Hope_Agency,110,37,0.7987061289813584,1.0,0.9,0.9206053528099587
pilot_holdout,documented,abs_cross_instrument,Hope_Scale_Hope_Pathways,110,24,0.5350089038162433,0.2,0.3,0.6816628114964811
pilot_holdout,documented,abs_cross_instrument,International_Personality_Item_Pool_120_agreeableness,78,16,0.6651702727652093,1.0,0.8,0.9557683068072206
pilot_holdout,documented,abs_cross_instrument,International_Personality_Item_Pool_120_agreeableness_altruism,78,10,0.602195273081349,0.8,0.5,0.862673984615504
pilot_holdout,documented,abs_cross_instrument,International_Personality_Item_Pool_120_agreeableness_cooperation,78,9,0.4545707457099862,1.0,0.7,0.9086870090806309
pilot_holdout,documented,abs_cross_instrument,International_Personality_Item_Pool_120_agreeableness_modesty,78,1,0.26605040529091156,0.0,0.1,0.8157196225203743
pilot_holdout,documented,abs_cross_instrument,International_Personality_Item_Pool_120_agreeableness_morality,78,9,0.43049355707583553,0.4,0.4,0.510200162643903
pilot_holdout,documented,abs_cross_instrument,International_Personality_Item_Pool_120_agreeableness_sympathy,78,5,0.4594772316291304,0.8,0.4,0.8318258476011918
pilot_holdout,documented,abs_cross_instrument,International_Personality_Item_Pool_120_agreeableness_trust,78,3,0.6174964276230098,0.4,0.3,0.8933864565340466
pilot_holdout,documented,abs_cross_instrument,International_Personality_Item_Pool_120_conscientiousness,78,20,0.7761984850592445,1.0,1.0,0.9749389348987229
pilot_holdout,documented,abs_cross_instrument,International_Personality_Item_Pool_120_conscientiousness_achievement_striving,78,18,0.8205338964832635,1.0,0.8,0.9571508711431544
pilot_holdout,documented,abs_cross_instrument,International_Personality_Item_Pool_120_conscientiousness_cautiousness,78,9,0.6034092489788692,1.0,0.6,0.9309144142215804
pilot_holdout,documented,abs_cross_instrument,International_Personality_Item_Pool_120_conscientiousness_dutifulness,78,6,0.40790854714905345,0.4,0.3,0.7669929091693348
pilot_holdout,documented,abs_cross_instrument,International_Personality_Item_Pool_120_conscientiousness_orderliness,78,5,0.5891956145120701,0.8,0.5,0.9709609540523894
pilot_holdout,documented,abs_cross_instrument,International_Personality_Item_Pool_120_conscientiousness_self_discipline,78,13,0.7891981436285234,0.8,0.7,0.8856883100004538
pilot_holdout,documented,abs_cross_instrument,International_Personality_Item_Pool_120_conscientiousness_self_efficacy,78,16,0.8210144286093652,1.0,0.9,0.9419024351702625
pilot_holdout,documented,abs_cross_instrument,International_Personality_Item_Pool_120_extraversion,78,19,0.7653738666396893,1.0,0.8,0.9384395500547213
pilot_holdout,documented,abs_cross_instrument,International_Personality_Item_Pool_120_extraversion_activiity_level,78,10,0.5961506847582797,0.6,0.6,0.8827529615076276
pilot_holdout,documented,abs_cross_instrument,International_Personality_Item_Pool_120_extraversion_assertiveness,78,6,0.7480494189354948,0.8,0.6,0.947920945775295
pilot_holdout,documented,abs_cross_instrument,International_Personality_Item_Pool_120_extraversion_cheerfulness,78,21,0.8705851110914401,1.0,0.9,0.9590890013633023
pilot_holdout,documented,abs_cross_instrument,International_Personality_Item_Pool_120_extraversion_excitement_seeking,78,5,0.7397792081336384,1.0,0.5,0.9655577943269612
pilot_holdout,documented,abs_cross_instrument,International_Personality_Item_Pool_120_extraversion_friendliness,78,14,0.7089492785695316,0.8,0.7,0.9243950864777009
pilot_holdout,documented,abs_cross_instrument,International_Personality_Item_Pool_120_extraversion_gregariousness,78,3,0.5333021408970775,0.6,0.3,0.895264340445906
pilot_holdout,documented,abs_cross_instrument,International_Personality_Item_Pool_120_neuroticism,78,35,0.7778929930828663,1.0,1.0,0.9585083845367898
pilot_holdout,documented,abs_cross_instrument,International_Personality_Item_Pool_120_neuroticism_anger,78,14,0.7718231135952653,0.8,0.8,0.9064834240791382
pilot_holdout,documented,abs_cross_instrument,International_Personality_Item_Pool_120_neuroticism_anxiety,78,20,0.7680294389155147,1.0,1.0,0.967356279384809
pilot_holdout,documented,abs_cross_instrument,International_Personality_Item_Pool_120_neuroticism_depression,78,32,0.7002997002997002,1.0,0.9,0.9417572333647998
pilot_holdout,documented,abs_cross_instrument,International_Personality_Item_Pool_120_neuroticism_immoderation,78,2,0.7964061255200495,0.2,0.2,0.8877452957444066
pilot_holdout,documented,abs_cross_instrument,International_Personality_Item_Pool_120_neuroticism_self_consciousness,78,21,0.684568595961001,0.8,0.7,0.908804080455655
pilot_holdout,documented,abs_cross_instrument,International_Personality_Item_Pool_120_neuroticism_vulnerability,78,27,0.5624122712730307,1.0,0.8,0.8894502066528658
pilot_holdout,documented,abs_cross_instrument,International_Personality_Item_Pool_120_openness,78,9,0.6805978831295287,1.0,0.8,0.9477391479009097
pilot_holdout,documented,abs_cross_instrument,International_Personality_Item_Pool_120_openness_adventurousness,78,2,0.3714892702234474,0.0,0.1,0.5782633203944313
pilot_holdout,documented,abs_cross_instrument,International_Personality_Item_Pool_120_openness_artistic_interests,78,4,0.6314571504444921,0.8,0.4,0.9067999982816584
pilot_holdout,documented,abs_cross_instrument,International_Personality_Item_Pool_120_openness_emotionality,78,4,0.543797974177721,0.6,0.3,0.7864562858578888
pilot_holdout,documented,abs_cross_instrument,International_Personality_Item_Pool_120_openness_imagination,78,5,0.5109194602865489,0.8,0.4,0.8270875916989541
pilot_holdout,documented,abs_cross_instrument,International_Personality_Item_Pool_120_openness_intellect,78,6,0.5553054540396312,0.8,0.6,0.9544804820962846
pilot_holdout,documented,abs_cross_instrument,International_Personality_Item_Pool_120_openness_liberalism,78,1,0.014453900529849895,0.0,0.0,0.42381039765038275
pilot_holdout,documented,abs_cross_instrument,Interpersonal_Reactivity_Index_Brief_Empathy,108,11,0.5468956910267035,0.4,0.6,0.7651267030488325
pilot_holdout,documented,abs_cross_instrument,Interpersonal_Reactivity_Index_Brief_Empathy_Empathic_Concern,108,11,0.658035382548801,1.0,0.6,0.9033416508525841
pilot_holdout,documented,abs_cross_instrument,Interpersonal_Reactivity_Index_Brief_Empathy_Fantasy,108,1,0.7132908437890004,0.2,0.1,0.9035954565748795
pilot_holdout,documented,abs_cross_instrument,Interpersonal_Reactivity_Index_Brief_Empathy_Personal_Distress,108,19,0.7455200205778959,1.0,0.9,0.9181064025059928
pilot_holdout,documented,abs_cross_instrument,Interpersonal_Reactivity_Index_Brief_Empathy_Perspective_Taking,108,7,0.2864328789047987,0.0,0.0,0.44483658203470144
pilot_holdout,documented,abs_cross_instrument,Life_Orientation_Test_Optimism,112,35,0.526779307752759,0.8,0.9,0.8518258082287543
pilot_holdout,documented,abs_cross_instrument,Mastery_Scale_Self_Mastery,112,26,0.6904107014726484,0.8,0.6,0.8714318008494669
pilot_holdout,documented,abs_cross_instrument,Mindful_Attention_Awareness_Scale_Mindful_Attention_Awareness,112,20,0.75374141524584,1.0,0.9,0.9336982290148782
pilot_holdout,documented,abs_cross_instrument,Multidimensional_Scale_of_Perceived_Social_Support_Perceived_Social_Support,109,13,0.591919191919192,0.0,0.2,0.7702368909433709
pilot_holdout,documented,abs_cross_instrument,Multidimensional_Scale_of_Perceived_Social_Support_Perceived_Social_Support_Family,109,6,0.436484107126309,0.0,0.2,0.6990182291206601
pilot_holdout,documented,abs_cross_instrument,Multidimensional_Scale_of_Perceived_Social_Support_Perceived_Social_Support_Friends,109,6,0.6106292280604209,0.6,0.5,0.8625456424982588
pilot_holdout,documented,abs_cross_instrument,Multidimensional_Scale_of_Perceived_Social_Support_Perceived_Social_Support_Significant_Other,109,0,0.5574923547400612,0.0,0.0,0.7706536948463041
